whrswk,hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
18.0,yes,no,yes,13-15years,white,no,17.0,0.0,2.0,44.0,west
42.0,no,yes,no,12years,white,no,30.0,0.0,0.0,60.0,other
40.0,yes,no,yes,12years,white,no,8.0,0.0,0.0,42.0,other
20.0,no,no,no,13-15years,white,no,6.0,0.0,0.0,5.213,west
0.0,no,no,no,<9years,black,no,30.0,0.0,8.0,0.0,south
40.0,no,no,no,12years,white,no,22.0,0.0,2.0,26.665,west
40.0,no,yes,no,13-15years,white,no,7.0,1.0,0.0,25.0,south
0.0,yes,no,yes,13-15years,white,no,9.0,1.0,1.0,22.0,northcentral
28.0,yes,no,yes,13-15years,white,no,17.0,0.0,3.0,32.2,northcentral
0.0,yes,no,yes,16years,white,no,33.0,0.0,0.0,90.0,northcentral
50.0,no,no,no,13-15years,white,no,18.0,1.0,2.0,50.0,northcentral
40.0,yes,yes,yes,16years,white,no,17.0,0.0,0.0,89.2,other
0.0,no,no,no,9-11years,white,no,46.5,0.0,0.0,0.0,northcentral
36.0,no,yes,no,13-15years,,no,18.0,0.0,3.0,13.0,northcentral
35.0,no,no,no,12years,white,no,45.0,0.0,0.0,32.968,northcentral
50.0,no,yes,no,>16years,white,no,23.0,,,7.0,west
40.0,yes,no,yes,13-15years,white,no,27.0,0.0,1.0,50.0,west
0.0,no,yes,no,12years,white,no,47.0,,,0.0,other
40.0,yes,yes,yes,>16years,black,no,25.0,0.0,0.0,25.0,south
0.0,no,no,no,13-15years,,no,10.0,1.0,0.0,26.5,south
40.0,yes,yes,yes,12years,white,no,15.0,0.0,2.0,31.0,west
40.0,no,yes,no,13-15years,white,no,10.0,2.0,0.0,23.0,south
0.0,yes,no,yes,12years,white,no,18.0,1.0,0.0,35.0,other
40.0,no,yes,no,13-15years,white,no,29.0,0.0,0.0,0.0,west
0.0,yes,no,yes,12years,white,no,21.0,2.0,0.0,75.0,other
40.0,yes,no,yes,13-15years,white,no,9.0,1.0,0.0,18.0,south
0.0,no,no,no,<9years,white,no,44.0,0.0,0.0,0.0,west
20.0,no,no,no,12years,white,no,10.0,2.0,2.0,0.0,northcentral
35.0,no,yes,no,12years,white,no,26.0,0.0,1.0,0.0,west
25.0,no,yes,no,16years,white,no,15.0,0.0,1.0,9.5,west
40.0,yes,no,yes,16years,white,no,9.0,1.0,0.0,80.0,other
40.0,no,yes,no,13-15years,white,no,24.0,0.0,3.0,99.999,other
40.0,yes,no,yes,13-15years,white,no,30.0,,,50.0,other
0.0,yes,no,yes,16years,white,no,26.0,0.0,1.0,74.0,west
25.0,yes,no,yes,13-15years,white,no,19.0,0.0,1.0,27.0,south
35.0,no,no,no,12years,white,no,15.0,0.0,2.0,0.0,south
0.0,no,no,no,12years,,no,39.0,0.0,0.0,15.0,south
40.0,no,no,no,12years,black,no,15.0,1.0,0.0,27.5,west
30.0,no,yes,no,16years,white,no,4.0,,,16.0,northcentral
40.0,yes,no,yes,9-11years,white,no,14.5,0.0,2.0,30.0,south
40.0,yes,yes,yes,13-15years,,no,27.0,,,43.292,west
30.0,yes,yes,yes,12years,white,no,19.0,0.0,0.0,32.0,west
40.0,no,yes,yes,12years,,no,29.0,0.0,0.0,30.806,northcentral
45.0,no,yes,no,13-15years,white,no,12.0,1.0,0.0,65.0,northcentral
0.0,yes,no,yes,12years,white,no,23.0,0.0,3.0,42.0,other
0.0,yes,no,yes,13-15years,white,no,20.0,0.0,2.0,30.0,northcentral
40.0,no,no,no,12years,white,yes,30.0,0.0,1.0,0.0,south
40.0,no,yes,yes,>16years,white,no,12.0,0.0,0.0,43.0,other
45.0,yes,yes,yes,13-15years,,no,32.0,0.0,0.0,45.0,south
0.0,no,no,no,9-11years,white,no,17.5,1.0,2.0,52.0,south
25.0,yes,no,yes,12years,white,no,5.0,0.0,0.0,20.0,northcentral
40.0,no,yes,yes,16years,white,no,16.0,1.0,0.0,27.42,south
10.0,yes,no,yes,12years,,no,17.0,1.0,3.0,32.5,northcentral
35.0,no,yes,no,16years,white,no,12.0,1.0,0.0,0.0,other
0.0,yes,no,yes,12years,white,no,30.0,0.0,3.0,99.999,northcentral
40.0,no,yes,yes,12years,,no,25.0,0.0,2.0,0.0,other
0.0,no,no,no,<9years,white,no,40.0,0.0,0.0,0.0,south
38.0,yes,no,yes,12years,white,no,43.0,0.0,0.0,58.0,other
12.0,yes,no,yes,12years,white,no,17.0,1.0,3.0,35.0,west
0.0,no,no,no,16years,white,no,43.0,0.0,0.0,0.0,west
30.0,no,yes,no,12years,white,no,22.0,0.0,3.0,0.0,other
16.0,yes,no,yes,16years,white,no,36.0,,,70.0,other
40.0,no,yes,no,>16years,white,no,9.0,1.0,2.0,14.0,other
40.0,no,yes,yes,>16years,white,no,28.0,0.0,0.0,40.0,south
13.0,yes,no,yes,12years,white,no,19.0,0.0,2.0,50.0,other
0.0,yes,no,yes,13-15years,white,no,29.0,0.0,0.0,75.0,west
40.0,yes,no,yes,12years,white,no,25.0,0.0,0.0,9.7,other
40.0,no,yes,yes,9-11years,other,no,12.5,0.0,2.0,15.0,south
0.0,no,no,no,<9years,white,no,51.0,0.0,0.0,0.0,west
60.0,yes,yes,yes,16years,white,no,12.0,0.0,0.0,45.0,west
0.0,yes,no,yes,16years,white,no,43.0,0.0,0.0,99.999,south
50.0,yes,yes,yes,16years,white,no,34.0,0.0,0.0,69.16,west
0.0,yes,no,yes,13-15years,black,no,38.0,0.0,0.0,0.0,south
20.0,no,yes,no,16years,white,no,10.0,2.0,1.0,49.0,other
35.0,no,no,yes,12years,white,no,8.0,0.0,0.0,20.524,west
22.0,yes,no,yes,13-15years,white,no,15.0,2.0,0.0,56.0,northcentral
0.0,yes,no,yes,9-11years,white,no,15.5,1.0,1.0,38.3,west
40.0,no,yes,no,13-15years,white,no,6.0,,,10.5,northcentral
40.0,no,yes,no,12years,white,no,17.0,0.0,2.0,3.0,south
38.0,no,no,no,<9years,white,yes,33.0,0.0,2.0,5.0,west
45.0,yes,no,yes,12years,white,no,10.0,0.0,2.0,20.0,other
35.0,yes,no,yes,13-15years,white,no,23.0,,,70.0,south
0.0,yes,no,yes,9-11years,white,no,40.5,,,20.0,west
45.0,no,yes,no,16years,white,no,5.0,0.0,0.0,15.5,northcentral
24.0,yes,no,yes,12years,white,no,25.0,0.0,2.0,33.0,northcentral
40.0,no,yes,yes,12years,white,no,30.0,0.0,0.0,43.118,south
24.0,yes,no,yes,13-15years,white,no,33.0,0.0,1.0,0.0,northcentral
0.0,yes,no,yes,13-15years,white,no,45.0,0.0,0.0,0.0,south
0.0,yes,no,yes,16years,white,no,22.0,0.0,2.0,82.0,west
0.0,yes,no,yes,13-15years,white,no,22.0,0.0,1.0,0.0,west
37.0,no,no,no,13-15years,white,no,25.0,0.0,0.0,31.0,south
50.0,yes,no,yes,16years,,no,9.0,0.0,0.0,40.0,northcentral
0.0,yes,no,yes,13-15years,white,no,12.0,1.0,0.0,32.0,south
40.0,yes,no,yes,12years,black,yes,24.0,0.0,0.0,22.0,other
0.0,yes,no,yes,<9years,,yes,39.0,0.0,0.0,25.0,west
32.0,yes,no,yes,13-15years,white,no,18.0,,,99.999,other
40.0,yes,no,yes,13-15years,white,no,22.0,0.0,2.0,0.0,other
40.0,yes,no,yes,12years,,no,16.0,0.0,1.0,17.5,south
0.0,no,no,no,12years,,no,16.0,2.0,1.0,2.0,west
38.0,no,yes,no,12years,black,no,20.0,0.0,2.0,7.0,south
38.0,no,yes,no,12years,white,no,46.0,0.0,0.0,0.0,northcentral
30.0,yes,no,yes,13-15years,white,no,22.0,0.0,1.0,38.0,northcentral
20.0,yes,no,yes,>16years,white,no,20.0,0.0,2.0,72.0,west
40.0,yes,yes,yes,12years,white,no,31.0,0.0,0.0,18.045,south
0.0,no,no,no,9-11years,black,no,3.5,,,0.0,south
25.0,no,no,no,13-15years,white,no,44.0,0.0,0.0,0.4,northcentral
37.0,yes,no,yes,13-15years,white,no,11.0,1.0,0.0,22.0,south
40.0,no,no,yes,13-15years,white,no,16.0,0.0,1.0,24.0,south
28.0,yes,no,yes,13-15years,white,no,13.0,1.0,2.0,25.0,northcentral
0.0,no,no,no,9-11years,white,no,19.5,0.0,4.0,19.2,south
40.0,yes,yes,yes,13-15years,white,no,21.0,1.0,0.0,46.0,northcentral
0.0,no,no,no,<9years,,no,45.0,0.0,2.0,0.0,northcentral
18.0,yes,no,yes,13-15years,,no,14.0,,,27.0,northcentral
0.0,yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,other
30.0,yes,no,yes,13-15years,white,no,43.0,0.0,0.0,55.0,northcentral
0.0,yes,no,yes,12years,white,no,43.0,0.0,0.0,70.0,west
0.0,no,yes,no,12years,white,no,39.0,0.0,0.0,0.0,other
45.0,no,yes,no,16years,,no,8.0,0.0,0.0,12.0,west
40.0,no,yes,yes,16years,other,no,28.0,0.0,0.0,50.0,west
32.0,no,no,no,13-15years,white,no,37.0,0.0,0.0,0.0,west
0.0,yes,no,yes,13-15years,white,no,13.0,2.0,0.0,99.999,west
25.0,no,no,no,12years,white,no,37.0,0.0,0.0,0.0,other
40.0,yes,yes,yes,13-15years,black,no,21.0,0.0,1.0,37.0,other
0.0,no,no,no,<9years,,no,27.0,0.0,0.0,0.0,south
0.0,yes,no,yes,12years,white,no,35.0,0.0,0.0,0.0,northcentral
0.0,yes,no,yes,12years,white,no,21.0,0.0,0.0,30.485,west
32.0,no,no,no,16years,white,no,20.0,0.0,1.0,20.0,other
40.0,no,yes,no,12years,,no,47.0,0.0,0.0,0.0,other
45.0,no,yes,yes,12years,white,no,15.0,,,32.0,west
50.0,yes,yes,yes,13-15years,white,no,29.0,0.0,1.0,75.0,west
0.0,yes,no,yes,12years,white,yes,26.0,0.0,0.0,0.0,south
5.0,yes,no,yes,12years,,no,25.0,0.0,4.0,30.836,west
40.0,no,yes,no,16years,white,no,7.0,2.0,0.0,35.0,west
40.0,yes,yes,yes,12years,white,no,26.0,1.0,0.0,27.0,west
0.0,no,no,no,16years,white,no,19.0,0.0,2.0,0.0,west
40.0,no,no,no,13-15years,white,no,41.0,0.0,0.0,0.0,west
40.0,no,yes,no,13-15years,white,no,35.0,0.0,0.0,0.0,northcentral
0.0,no,no,no,13-15years,white,no,27.0,0.0,0.0,32.5,south
0.0,no,no,no,12years,white,no,14.0,1.0,1.0,16.765,west
37.0,no,yes,no,12years,white,no,35.0,0.0,0.0,20.0,south
38.0,no,yes,yes,12years,black,yes,37.0,0.0,0.0,50.0,other
40.0,yes,no,yes,13-15years,black,no,22.0,0.0,1.0,40.0,south
45.0,yes,no,yes,16years,white,no,23.0,0.0,0.0,40.0,other
40.0,no,yes,yes,>16years,white,no,16.0,0.0,0.0,26.219,west
35.0,yes,no,yes,12years,white,no,15.0,1.0,4.0,37.5,other
40.0,yes,yes,yes,13-15years,white,no,5.0,0.0,0.0,25.0,west
40.0,yes,no,yes,16years,white,no,21.0,1.0,1.0,23.0,northcentral
0.0,no,no,no,12years,white,no,6.0,,,0.0,northcentral
25.0,yes,no,yes,12years,white,no,15.0,1.0,2.0,33.0,south
0.0,no,no,no,12years,white,no,46.0,0.0,1.0,0.0,south
22.0,no,yes,no,12years,white,no,40.0,0.0,0.0,3.42,south
40.0,yes,no,yes,>16years,white,no,33.0,,,57.0,northcentral
40.0,no,yes,no,12years,white,no,9.0,1.0,0.0,14.0,northcentral
60.0,no,no,no,12years,white,no,9.0,0.0,1.0,4.0,south
40.0,yes,yes,yes,12years,white,no,31.0,0.0,0.0,4.686,other
35.0,no,no,no,12years,white,no,16.0,0.0,2.0,0.0,northcentral
35.0,yes,yes,yes,13-15years,,no,32.0,0.0,1.0,46.0,northcentral
50.0,no,yes,no,>16years,white,no,15.0,1.0,1.0,40.0,west
0.0,no,no,no,<9years,white,no,33.0,,,20.0,south
0.0,yes,no,yes,13-15years,white,no,35.0,0.0,0.0,35.0,west
0.0,yes,no,yes,16years,white,no,12.0,2.0,1.0,43.5,west
20.0,no,no,no,9-11years,white,no,14.5,1.0,1.0,0.0,west
5.0,yes,no,yes,12years,white,no,23.0,0.0,4.0,41.0,west
0.0,yes,no,yes,12years,white,no,44.0,0.0,0.0,10.841,south
0.0,yes,no,yes,12years,,no,20.0,0.0,3.0,45.613,northcentral
35.0,yes,yes,yes,13-15years,white,no,26.0,0.0,1.0,28.0,northcentral
30.0,yes,no,yes,12years,white,no,17.0,2.0,0.0,35.0,northcentral
40.0,no,yes,no,13-15years,white,yes,24.0,0.0,1.0,30.0,other
18.0,no,no,no,<9years,black,no,44.0,0.0,2.0,0.0,south
40.0,no,yes,yes,13-15years,black,no,16.0,0.0,2.0,41.0,south
0.0,no,no,no,16years,,no,39.0,0.0,0.0,0.0,south
0.0,no,no,no,<9years,white,no,10.0,2.0,0.0,0.0,south
40.0,yes,no,yes,12years,white,no,21.0,0.0,2.0,22.0,south
0.0,no,no,no,12years,white,no,15.0,1.0,1.0,0.0,other
0.0,no,no,no,<9years,white,no,46.0,0.0,0.0,0.0,northcentral
0.0,yes,no,yes,12years,white,no,33.0,0.0,0.0,23.14,other
40.0,no,no,no,<9years,white,yes,23.0,1.0,2.0,18.0,west
35.0,no,no,no,12years,white,no,12.0,0.0,2.0,0.0,west
8.0,no,yes,no,>16years,white,no,28.0,0.0,0.0,0.0,other
48.0,yes,no,yes,12years,,no,16.0,0.0,3.0,30.0,northcentral
0.0,yes,no,yes,12years,white,no,16.0,1.0,1.0,26.0,northcentral
45.0,no,yes,no,16years,,no,15.0,0.0,0.0,42.0,other
35.0,no,no,yes,12years,white,no,6.0,0.0,0.0,15.0,south
40.0,no,no,no,12years,white,no,15.0,2.0,2.0,20.0,south
38.0,no,yes,yes,13-15years,white,no,30.0,0.0,0.0,90.0,other
0.0,no,no,no,12years,white,no,45.0,0.0,0.0,0.0,northcentral
40.0,yes,yes,yes,13-15years,white,no,13.0,0.0,2.0,37.0,west
30.0,no,no,no,13-15years,,no,16.0,1.0,2.0,40.0,west
45.0,yes,yes,yes,>16years,white,no,8.0,0.0,0.0,28.995,northcentral
0.0,no,no,no,<9years,black,no,42.0,0.0,0.0,0.0,south
40.0,yes,yes,yes,12years,white,no,13.0,0.0,1.0,36.5,northcentral
0.0,yes,no,yes,<9years,white,yes,31.0,0.0,0.0,28.6,other
0.0,no,no,no,12years,white,no,22.0,0.0,2.0,25.0,northcentral
36.0,no,no,no,12years,white,no,41.0,0.0,0.0,0.0,west
40.0,no,no,no,<9years,white,yes,45.0,0.0,0.0,11.44,south
30.0,yes,no,yes,16years,white,no,7.0,1.0,0.0,29.99,other
0.0,no,yes,yes,13-15years,white,no,9.0,,,30.0,other
25.0,yes,no,yes,16years,white,no,10.0,1.0,1.0,72.0,west
40.0,no,yes,no,9-11years,white,yes,39.5,0.0,0.0,7.7,south
2.0,no,no,no,13-15years,white,no,16.0,0.0,4.0,68.0,south
0.0,no,no,no,12years,white,no,28.0,0.0,0.0,0.0,northcentral
40.0,no,no,no,13-15years,white,no,26.0,0.0,0.0,35.0,south
40.0,no,yes,no,16years,white,no,14.0,1.0,1.0,0.0,south
15.0,yes,no,yes,12years,,no,13.0,1.0,0.0,50.0,other
0.0,no,no,yes,12years,white,no,34.0,0.0,0.0,30.0,other
50.0,yes,yes,yes,12years,black,no,27.0,0.0,0.0,69.5,west
0.0,no,no,no,16years,white,no,34.0,0.0,0.0,6.859,west
0.0,no,no,no,12years,white,no,22.0,0.0,1.0,0.0,south
10.0,yes,no,yes,12years,white,no,10.0,0.0,2.0,27.0,northcentral
30.0,no,yes,yes,13-15years,white,no,16.0,0.0,3.0,45.0,other
25.0,no,yes,no,9-11years,white,no,37.5,0.0,0.0,12.02,other
14.0,yes,no,yes,12years,white,no,44.0,0.0,0.0,52.0,other
25.0,yes,no,yes,13-15years,white,no,7.0,3.0,0.0,24.2,northcentral
40.0,no,yes,no,12years,white,no,38.0,,,0.0,south
40.0,no,yes,yes,13-15years,white,no,8.0,1.0,1.0,20.0,other
40.0,no,yes,yes,>16years,,no,5.0,,,52.0,south
40.0,yes,no,yes,16years,white,no,15.0,0.0,1.0,35.0,south
40.0,yes,yes,yes,13-15years,white,no,23.0,0.0,0.0,48.0,west
32.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,40.0,northcentral
40.0,yes,yes,yes,13-15years,white,no,13.0,0.0,2.0,25.0,west
45.0,yes,yes,yes,13-15years,white,no,14.0,,,40.0,south
0.0,yes,no,yes,12years,white,no,32.0,0.0,0.0,38.0,other
33.0,yes,yes,yes,12years,white,no,23.0,0.0,1.0,50.0,south
40.0,yes,yes,yes,13-15years,white,no,9.0,0.0,0.0,23.316,northcentral
0.0,no,no,no,9-11years,other,no,11.5,3.0,3.0,0.0,west
40.0,no,yes,no,12years,,no,27.0,0.0,1.0,0.2,other
15.0,yes,no,yes,12years,white,no,31.0,0.0,1.0,25.0,other
40.0,yes,no,yes,<9years,white,no,35.0,0.0,2.0,22.5,other
40.0,yes,yes,yes,>16years,white,no,38.0,0.0,0.0,55.0,other
40.0,no,yes,yes,16years,white,no,6.0,0.0,0.0,40.0,other
0.0,no,no,no,<9years,white,no,22.0,2.0,0.0,11.0,south
0.0,no,no,no,16years,white,no,7.0,2.0,0.0,23.0,south
40.0,yes,no,yes,12years,white,no,16.0,0.0,2.0,42.0,south
0.0,no,no,no,9-11years,white,no,48.5,0.0,0.0,0.0,south
0.0,yes,no,yes,16years,white,no,36.0,,,0.0,west
40.0,yes,yes,yes,>16years,white,no,18.0,0.0,2.0,70.0,other
0.0,yes,no,yes,13-15years,white,no,17.0,1.0,1.0,34.0,other
40.0,no,yes,no,12years,white,no,39.0,0.0,0.0,8.0,south
20.0,yes,no,yes,13-15years,white,no,20.0,0.0,1.0,32.0,south
20.0,no,no,no,16years,white,no,2.0,0.0,0.0,7.0,other
0.0,no,no,no,9-11years,white,no,11.5,1.0,2.0,22.0,west
20.0,no,no,yes,12years,white,no,25.0,0.0,1.0,26.0,south
0.0,no,no,no,16years,white,no,26.0,0.0,3.0,0.0,west
20.0,yes,no,yes,16years,white,no,8.0,2.0,0.0,40.0,west
40.0,no,yes,no,16years,white,no,8.0,0.0,0.0,0.0,northcentral
40.0,no,yes,no,13-15years,white,no,21.0,0.0,1.0,4.24,south
52.0,no,yes,no,12years,white,no,20.0,0.0,2.0,15.864,northcentral
45.0,yes,no,yes,12years,white,no,34.0,0.0,0.0,38.0,south
50.0,yes,no,yes,16years,white,no,15.0,1.0,1.0,60.9,west
40.0,yes,no,yes,9-11years,white,no,32.5,,,35.372,northcentral
30.0,no,no,no,13-15years,white,yes,6.0,2.0,2.0,22.0,south
48.0,no,yes,no,>16years,white,no,20.0,0.0,2.0,57.9,south
35.0,yes,yes,yes,13-15years,,no,25.0,0.0,3.0,37.335,northcentral
0.0,yes,no,yes,12years,white,no,42.0,0.0,0.0,28.0,other
40.0,yes,yes,yes,12years,white,no,6.0,,,14.4,west
40.0,yes,no,yes,13-15years,white,no,32.0,0.0,1.0,60.0,other
10.0,no,no,no,13-15years,white,no,6.0,1.0,0.0,0.0,south
0.0,yes,no,yes,13-15years,white,no,37.0,0.0,0.0,18.0,west
0.0,yes,no,yes,12years,white,yes,35.0,0.0,1.0,45.0,south
44.0,no,yes,no,>16years,,no,32.0,0.0,0.0,83.0,south
0.0,no,no,no,13-15years,white,no,6.0,4.0,0.0,35.0,west
43.0,no,yes,no,12years,white,no,44.0,0.0,0.0,14.0,south
8.0,yes,no,yes,16years,white,no,29.0,0.0,1.0,65.0,other
20.0,yes,no,yes,16years,white,no,21.0,0.0,2.0,30.0,northcentral
40.0,no,yes,no,13-15years,white,no,0.0,,,11.44,south
0.0,yes,no,yes,12years,white,yes,25.0,0.0,1.0,30.0,south
0.0,no,no,no,12years,white,no,10.0,2.0,0.0,4.0,south
5.0,yes,no,yes,12years,white,no,23.0,0.0,0.0,14.0,west
20.0,no,yes,no,13-15years,,no,22.0,0.0,2.0,0.0,other
40.0,yes,no,yes,9-11years,white,no,34.5,0.0,2.0,16.0,northcentral
40.0,no,yes,no,12years,white,no,16.0,1.0,0.0,42.0,other
0.0,no,no,no,12years,white,no,18.0,,,6.102,south
40.0,no,yes,no,16years,white,yes,10.0,1.0,0.0,55.0,other
80.0,no,no,no,12years,white,no,28.0,0.0,0.0,0.0,south
20.0,yes,yes,yes,13-15years,white,no,6.0,2.0,0.0,24.0,west
0.0,yes,no,yes,12years,white,yes,25.0,0.0,0.0,55.0,south
40.0,no,yes,no,12years,white,no,14.0,0.0,0.0,17.0,northcentral
40.0,no,yes,yes,13-15years,white,no,21.0,1.0,0.0,19.126,west
28.0,yes,no,yes,12years,white,no,13.0,0.0,0.0,12.0,other
50.0,yes,yes,yes,16years,,no,24.0,0.0,0.0,74.933,west
0.0,yes,no,yes,>16years,white,no,11.0,2.0,1.0,39.5,south
0.0,no,no,no,12years,,no,47.0,0.0,0.0,0.0,other
20.0,yes,no,yes,12years,white,no,31.0,0.0,2.0,99.999,west
40.0,no,yes,no,13-15years,,yes,4.0,0.0,0.0,1.1,other
50.0,no,yes,yes,12years,white,no,11.0,,,20.0,south
24.0,yes,no,yes,13-15years,white,no,10.0,2.0,0.0,34.0,other
5.0,no,no,no,13-15years,white,no,33.0,0.0,0.0,15.0,other
0.0,yes,no,yes,12years,white,no,25.0,0.0,0.0,0.35,south
52.0,no,yes,no,16years,white,no,10.0,0.0,0.0,17.5,other
0.0,yes,no,yes,<9years,white,no,51.0,0.0,0.0,0.0,south
0.0,no,no,no,12years,white,yes,23.0,0.0,1.0,0.0,south
0.0,no,no,no,9-11years,white,no,47.5,0.0,0.0,0.0,west
10.0,yes,no,yes,13-15years,white,no,15.0,0.0,2.0,25.0,south
0.0,no,no,no,9-11years,white,no,20.5,0.0,1.0,21.0,south
20.0,no,no,no,<9years,white,no,14.0,,,12.0,west
25.0,yes,no,yes,12years,white,no,34.0,0.0,0.0,47.0,northcentral
0.0,yes,no,yes,13-15years,,no,19.0,,,50.0,northcentral
0.0,yes,no,yes,13-15years,white,no,34.0,0.0,0.0,99.999,northcentral
40.0,no,yes,no,13-15years,white,no,21.0,,,30.0,west
36.0,no,yes,no,16years,white,no,23.0,0.0,1.0,18.0,west
20.0,yes,yes,yes,16years,white,no,14.0,1.0,1.0,64.0,west
40.0,no,no,no,12years,white,no,31.0,0.0,0.0,0.0,south
32.0,yes,no,yes,12years,,no,19.0,0.0,3.0,52.016,other
0.0,no,no,no,12years,,no,14.0,1.0,0.0,0.0,other
40.0,yes,yes,yes,13-15years,white,no,13.0,0.0,1.0,25.0,south
38.0,yes,no,yes,>16years,white,no,9.0,0.0,0.0,26.0,other
15.0,yes,no,yes,12years,white,no,14.0,0.0,3.0,17.0,northcentral
40.0,no,yes,no,16years,,no,4.0,,,30.0,northcentral
25.0,no,no,no,9-11years,white,no,24.5,0.0,2.0,0.0,northcentral
40.0,yes,yes,yes,9-11years,,no,34.5,,,45.0,northcentral
40.0,no,yes,no,13-15years,black,no,30.0,,,15.0,south
40.0,no,yes,no,12years,white,no,27.0,0.0,0.0,0.0,south
52.0,yes,yes,yes,16years,white,no,18.0,,,99.999,west
45.0,no,no,no,12years,white,no,39.0,0.0,0.0,12.0,west
40.0,yes,no,yes,12years,white,no,16.0,0.0,3.0,23.0,south
40.0,yes,no,yes,13-15years,white,no,33.0,0.0,0.0,56.0,northcentral
0.0,no,no,no,<9years,white,no,49.0,0.0,0.0,0.0,south
20.0,no,no,yes,13-15years,,no,13.0,1.0,0.0,15.0,south
40.0,no,yes,no,13-15years,white,no,31.0,,,8.615,south
0.0,no,no,no,<9years,white,yes,13.0,2.0,1.0,24.04,other
40.0,no,no,no,13-15years,white,no,22.0,1.0,0.0,15.5,south
40.0,yes,yes,yes,>16years,white,no,14.0,0.0,0.0,44.0,west
45.0,yes,no,yes,12years,white,no,25.0,0.0,1.0,21.0,other
0.0,no,no,no,12years,white,no,45.0,0.0,0.0,0.0,west
40.0,no,yes,no,16years,white,no,3.0,0.0,0.0,28.0,northcentral
40.0,yes,yes,yes,16years,white,no,5.0,0.0,0.0,33.0,northcentral
20.0,no,no,yes,13-15years,white,no,21.0,0.0,2.0,38.983,northcentral
40.0,yes,yes,yes,16years,white,no,30.0,0.0,0.0,0.0,south
0.0,no,no,no,13-15years,white,no,18.0,1.0,3.0,0.0,west
0.0,no,no,no,16years,white,no,5.0,0.0,0.0,3.0,south
0.0,yes,no,yes,16years,white,no,10.0,2.0,0.0,45.0,other
40.0,no,yes,no,9-11years,,no,31.5,0.0,0.0,0.0,northcentral
0.0,yes,no,yes,>16years,white,no,12.0,2.0,1.0,47.0,south
0.0,yes,no,yes,9-11years,white,no,40.5,0.0,0.0,18.0,other
45.0,no,yes,yes,16years,white,no,23.0,0.0,0.0,31.7,west
45.0,no,yes,no,16years,white,no,23.0,0.0,3.0,119.999,northcentral
56.0,yes,no,yes,>16years,white,no,21.0,0.0,0.0,95.0,other
0.0,no,no,no,12years,,no,47.0,0.0,0.0,0.0,northcentral
45.0,yes,no,yes,12years,white,no,25.0,0.0,3.0,28.0,west
24.0,no,yes,no,16years,white,no,29.0,,,0.0,other
37.0,no,no,no,13-15years,black,no,18.0,0.0,1.0,7.0,south
0.0,no,no,no,12years,white,no,32.0,0.0,0.0,50.0,south
30.0,yes,no,yes,13-15years,white,no,17.0,0.0,2.0,33.8,west
4.0,no,yes,yes,12years,black,no,27.0,0.0,1.0,20.0,south
12.0,yes,no,yes,16years,white,no,21.0,1.0,1.0,19.262,west
40.0,no,yes,no,13-15years,white,no,15.0,0.0,1.0,0.0,south
0.0,yes,no,yes,13-15years,white,no,6.0,1.0,0.0,36.0,south
30.0,no,no,no,12years,,no,26.0,,,0.0,northcentral
32.0,no,yes,no,9-11years,black,no,23.5,0.0,1.0,18.0,south
40.0,no,yes,yes,12years,white,no,11.0,0.0,1.0,18.0,northcentral
0.0,no,no,no,<9years,,yes,11.0,2.0,0.0,11.0,northcentral
10.0,yes,no,yes,<9years,white,yes,32.0,0.0,0.0,14.0,west
0.0,yes,no,yes,16years,white,no,22.0,1.0,1.0,99.999,northcentral
0.0,yes,no,yes,12years,white,no,28.0,0.0,0.0,48.0,northcentral
40.0,yes,yes,yes,>16years,white,no,23.0,0.0,2.0,45.0,south
40.0,yes,no,yes,12years,white,no,25.0,0.0,1.0,75.0,south
35.0,no,yes,yes,16years,white,no,3.0,0.0,0.0,40.0,other
0.0,no,no,no,12years,,no,25.0,0.0,3.0,0.0,west
30.0,yes,no,yes,16years,white,no,15.0,1.0,1.0,40.0,other
40.0,yes,yes,yes,>16years,,no,14.0,2.0,0.0,45.0,northcentral
40.0,no,yes,no,12years,black,no,8.0,,,4.0,other
30.0,yes,no,yes,13-15years,white,no,27.0,0.0,1.0,20.0,west
40.0,no,no,no,12years,white,yes,13.0,0.0,2.0,13.0,other
0.0,no,no,no,13-15years,white,no,42.0,0.0,0.0,0.0,west
45.0,yes,yes,yes,12years,white,no,44.0,0.0,0.0,20.0,west
40.0,no,yes,yes,12years,white,no,27.0,0.0,0.0,35.0,other
30.0,yes,no,yes,13-15years,white,no,16.0,0.0,0.0,14.0,west
37.0,no,yes,no,>16years,white,yes,35.0,0.0,0.0,0.0,south
37.0,yes,no,yes,12years,,no,36.0,0.0,0.0,52.0,south
40.0,no,yes,yes,13-15years,white,no,15.0,1.0,1.0,15.0,northcentral
0.0,yes,no,yes,13-15years,white,no,25.0,0.0,0.0,55.0,other
0.0,yes,no,yes,16years,white,no,30.0,0.0,0.0,99.999,other
30.0,yes,no,yes,16years,white,no,24.0,,,25.34,northcentral
0.0,no,no,yes,<9years,white,yes,23.0,1.0,3.0,18.0,west
40.0,yes,no,yes,12years,white,no,20.0,0.0,2.0,20.0,west
