hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
yes,no,yes,16years,white,no,22.0,,,50.0,west
no,yes,no,12years,white,no,24.0,0.0,2.0,14.4,south
yes,no,yes,9-11years,,no,18.5,0.0,2.0,26.0,other
yes,no,yes,12years,white,no,33.0,0.0,0.0,30.0,other
yes,no,yes,12years,white,no,36.0,0.0,0.0,17.0,northcentral
yes,yes,yes,13-15years,white,no,21.0,0.0,1.0,54.473,west
no,no,no,12years,,no,17.0,0.0,1.0,26.0,south
no,no,no,13-15years,,no,44.0,0.0,0.0,0.0,other
yes,no,yes,12years,,no,18.0,0.0,2.0,30.0,northcentral
yes,no,yes,13-15years,white,no,34.0,0.0,0.0,20.555,other
yes,no,yes,12years,white,no,21.0,1.0,2.0,57.0,other
no,yes,yes,13-15years,white,no,24.0,0.0,0.0,99.999,south
no,yes,no,>16years,white,no,17.0,2.0,1.0,40.0,west
no,yes,no,>16years,,no,16.0,1.0,0.0,99.999,south
no,no,no,12years,white,no,26.0,0.0,1.0,0.0,other
no,yes,no,13-15years,white,no,9.0,,,22.0,northcentral
no,yes,no,12years,white,no,25.0,0.0,0.0,0.0,south
yes,no,yes,16years,white,no,15.0,1.0,1.0,99.999,northcentral
yes,yes,yes,16years,white,no,12.0,0.0,2.0,40.595,northcentral
yes,no,yes,13-15years,white,no,11.0,1.0,0.0,37.0,south
yes,yes,yes,16years,white,no,4.0,0.0,0.0,34.0,west
yes,yes,yes,16years,,no,22.0,0.0,2.0,42.0,northcentral
no,yes,no,13-15years,white,no,23.0,0.0,0.0,90.0,other
yes,yes,yes,>16years,white,yes,16.0,0.0,2.0,92.0,northcentral
yes,yes,yes,12years,white,no,30.0,0.0,0.0,28.2,south
yes,no,yes,12years,white,no,35.0,,,35.0,west
yes,yes,yes,>16years,white,no,14.0,0.0,2.0,30.0,northcentral
no,yes,no,13-15years,white,no,35.0,0.0,0.0,28.0,south
yes,yes,yes,13-15years,white,no,26.0,0.0,1.0,30.0,northcentral
no,no,no,9-11years,,no,34.5,,,21.0,south
yes,yes,yes,13-15years,white,no,20.0,1.0,0.0,47.0,northcentral
no,yes,no,9-11years,white,no,47.5,,,0.0,west
yes,no,yes,>16years,,no,17.0,1.0,0.0,32.0,west
no,no,no,12years,white,no,34.0,0.0,0.0,63.0,west
yes,no,yes,12years,white,no,14.0,2.0,0.0,34.0,west
yes,no,yes,13-15years,white,no,16.0,2.0,2.0,58.0,south
yes,no,yes,12years,white,no,44.0,0.0,0.0,29.999,northcentral
yes,no,yes,16years,white,no,5.0,,,28.0,west
yes,no,yes,<9years,white,no,25.0,,,27.0,other
yes,yes,yes,13-15years,white,no,21.0,0.0,2.0,35.0,south
yes,no,yes,12years,white,no,13.0,0.0,2.0,22.0,south
no,yes,no,16years,white,no,14.0,0.0,0.0,0.0,south
yes,no,yes,16years,white,no,13.0,1.0,2.0,33.0,other
no,yes,no,12years,black,no,13.0,2.0,0.0,7.0,west
yes,no,yes,13-15years,white,no,27.0,0.0,0.0,30.0,northcentral
yes,no,yes,>16years,white,no,17.0,0.0,2.0,45.0,other
yes,no,yes,12years,white,no,19.0,1.0,1.0,41.0,west
yes,no,yes,13-15years,white,no,22.0,0.0,1.0,42.0,south
yes,no,yes,12years,white,no,42.0,0.0,0.0,11.0,west
no,yes,no,13-15years,white,no,24.0,1.0,0.0,19.0,northcentral
yes,yes,yes,16years,white,no,9.0,1.0,1.0,40.5,south
yes,no,yes,12years,white,no,47.0,,,70.0,west
no,no,no,12years,white,no,35.0,0.0,0.0,0.0,northcentral
no,no,no,<9years,white,no,17.0,1.0,1.0,0.0,other
yes,no,yes,13-15years,white,no,40.0,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,23.0,0.0,0.0,67.0,northcentral
no,no,no,<9years,white,yes,12.0,2.0,1.0,10.0,west
no,no,no,12years,white,no,2.0,2.0,0.0,5.0,south
no,yes,no,16years,,no,16.0,0.0,0.0,38.0,northcentral
no,no,no,12years,white,no,47.0,0.0,0.0,0.0,northcentral
no,no,no,12years,white,no,42.0,0.0,0.0,0.0,south
yes,no,yes,>16years,white,no,10.0,1.0,1.0,99.999,other
no,no,no,13-15years,other,no,4.0,1.0,0.0,10.4,west
yes,no,yes,12years,white,no,41.0,0.0,0.0,34.0,northcentral
no,yes,yes,9-11years,white,no,37.5,0.0,0.0,27.389,west
yes,yes,yes,12years,,no,18.0,,,34.0,south
yes,yes,yes,13-15years,white,no,11.0,0.0,0.0,99.999,other
no,yes,no,<9years,,no,43.0,0.0,0.0,0.0,south
no,no,no,9-11years,white,yes,20.5,0.0,4.0,20.0,west
no,no,no,13-15years,white,no,16.0,0.0,3.0,0.096,south
no,yes,no,12years,white,no,19.0,0.0,5.0,6.9,northcentral
yes,no,yes,<9years,white,yes,26.0,0.0,2.0,26.0,west
no,yes,no,12years,white,no,34.0,0.0,0.0,13.0,other
yes,no,yes,12years,white,no,36.0,0.0,0.0,20.0,south
yes,no,yes,12years,white,no,14.0,1.0,1.0,45.0,other
no,no,no,13-15years,white,no,15.0,2.0,0.0,0.0,south
yes,no,yes,12years,white,no,19.0,2.0,2.0,45.0,northcentral
yes,no,yes,<9years,white,no,50.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,23.0,0.0,1.0,35.0,other
no,yes,yes,16years,white,no,5.0,0.0,0.0,8.0,west
yes,no,yes,13-15years,white,no,45.0,0.0,0.0,0.0,northcentral
no,no,no,<9years,white,no,39.0,0.0,1.0,13.0,south
yes,no,yes,9-11years,white,no,13.5,0.0,3.0,8.0,northcentral
no,yes,no,9-11years,black,no,28.5,0.0,1.0,26.0,south
no,yes,no,9-11years,white,no,29.5,0.0,0.0,4.418,northcentral
no,no,no,12years,white,no,23.0,0.0,1.0,20.0,other
no,yes,yes,16years,white,no,9.0,0.0,0.0,25.0,other
yes,no,yes,13-15years,black,no,16.0,0.0,2.0,39.0,south
no,no,no,16years,white,no,40.0,0.0,0.0,75.0,west
yes,no,yes,9-11years,white,no,46.5,0.0,0.0,0.0,other
yes,yes,yes,12years,white,no,21.0,,,25.0,northcentral
no,no,no,<9years,white,yes,38.0,,,13.52,south
yes,no,yes,12years,white,no,20.0,0.0,2.0,27.5,other
yes,no,yes,12years,white,no,12.0,2.0,0.0,35.0,other
yes,no,yes,12years,white,no,45.0,0.0,0.0,1.476,west
no,yes,no,12years,white,no,38.0,0.0,0.0,0.0,other
yes,no,yes,9-11years,white,no,37.5,0.0,1.0,9.0,northcentral
yes,yes,yes,13-15years,white,no,22.0,0.0,1.0,20.05,west
no,no,no,<9years,white,no,42.0,0.0,0.0,20.0,west
no,no,yes,12years,white,no,6.0,2.0,0.0,14.0,south
no,yes,yes,13-15years,white,no,10.0,,,17.338,northcentral
yes,no,yes,12years,white,no,13.0,0.0,1.0,31.0,northcentral
yes,no,yes,>16years,white,no,25.0,0.0,0.0,53.5,west
no,no,yes,12years,white,no,6.0,1.0,0.0,11.0,south
no,yes,no,12years,white,no,13.0,1.0,2.0,0.0,other
yes,no,yes,13-15years,white,no,18.0,0.0,1.0,75.0,northcentral
yes,yes,yes,13-15years,white,no,21.0,0.0,1.0,38.0,northcentral
yes,no,yes,12years,white,no,40.0,,,40.3,west
no,yes,no,>16years,white,no,10.0,1.0,0.0,9.0,west
no,no,no,<9years,white,no,43.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,41.0,0.0,0.0,27.0,south
yes,yes,yes,13-15years,white,no,28.0,0.0,2.0,42.0,northcentral
no,no,no,13-15years,white,no,40.0,0.0,0.0,0.0,south
no,yes,no,12years,white,no,21.0,,,26.0,northcentral
no,no,no,9-11years,white,no,13.5,0.0,0.0,0.0,northcentral
no,no,no,9-11years,white,no,14.5,1.0,1.0,0.0,northcentral
yes,yes,yes,13-15years,white,no,17.0,2.0,0.0,43.0,south
yes,no,yes,12years,,yes,16.0,0.0,2.0,22.0,northcentral
no,no,no,12years,white,no,11.0,2.0,1.0,28.0,west
yes,no,yes,12years,white,no,1.0,0.0,0.0,8.34,south
yes,no,yes,12years,white,no,16.0,,,29.0,other
no,no,no,13-15years,white,no,18.0,0.0,3.0,18.0,west
yes,no,yes,9-11years,white,no,14.5,1.0,1.0,42.0,northcentral
no,no,no,13-15years,white,no,11.0,0.0,0.0,40.0,northcentral
yes,no,yes,12years,white,no,21.0,0.0,2.0,16.8,west
no,yes,no,13-15years,white,yes,25.0,0.0,3.0,14.5,west
yes,yes,yes,12years,white,no,23.0,0.0,1.0,28.0,south
no,no,no,<9years,white,yes,26.0,0.0,2.0,0.0,south
yes,no,yes,12years,white,no,21.0,0.0,2.0,30.0,northcentral
yes,no,yes,12years,black,no,35.0,0.0,1.0,16.0,south
yes,no,yes,16years,white,no,24.0,0.0,0.0,38.0,south
yes,no,yes,13-15years,white,no,25.0,0.0,1.0,72.0,south
yes,yes,yes,13-15years,white,no,26.0,0.0,1.0,28.672,south
no,yes,no,12years,white,no,14.0,0.0,2.0,10.9,northcentral
no,no,no,16years,white,no,9.0,1.0,0.0,0.0,west
no,no,no,12years,white,no,42.0,0.0,0.0,0.0,other
no,no,no,12years,white,no,2.0,0.0,0.0,10.5,other
no,yes,no,16years,white,no,4.0,0.0,0.0,28.0,south
yes,no,yes,<9years,white,no,49.0,0.0,0.0,0.0,northcentral
no,no,no,12years,white,no,20.0,0.0,3.0,16.832,south
no,yes,no,12years,black,no,39.0,0.0,0.0,21.0,south
no,no,no,16years,white,no,12.0,2.0,0.0,71.599,south
yes,no,yes,13-15years,white,no,26.0,0.0,1.0,99.999,west
no,yes,no,>16years,white,no,18.0,0.0,1.0,0.0,other
no,yes,no,>16years,white,no,14.0,1.0,2.0,10.5,northcentral
yes,no,yes,13-15years,,yes,4.0,1.0,0.0,16.64,south
yes,no,yes,16years,white,no,8.0,0.0,0.0,40.0,other
no,no,no,<9years,white,no,50.0,0.0,0.0,0.0,south
yes,no,yes,12years,,no,12.0,1.0,1.0,65.144,northcentral
no,yes,no,<9years,white,no,15.0,1.0,1.0,33.0,other
yes,no,yes,12years,white,no,23.0,0.0,0.0,39.0,northcentral
yes,no,yes,16years,white,no,37.0,0.0,0.0,59.068,other
no,no,no,9-11years,white,no,34.5,0.0,1.0,0.0,south
yes,no,yes,16years,white,no,24.0,0.0,2.0,60.0,west
no,no,no,<9years,white,yes,34.0,0.0,2.0,3.5,south
no,no,no,12years,white,no,26.0,,,0.0,south
no,no,no,12years,white,yes,14.0,0.0,0.0,10.4,other
no,no,no,16years,white,yes,9.0,2.0,0.0,35.0,west
no,no,no,12years,white,no,18.0,0.0,1.0,0.0,south
no,yes,yes,16years,white,no,4.0,1.0,0.0,4.5,south
yes,yes,yes,13-15years,white,no,11.0,0.0,0.0,30.0,northcentral
no,yes,no,12years,white,no,47.0,0.0,0.0,0.0,south
no,yes,no,13-15years,white,no,29.0,0.0,1.0,34.0,northcentral
no,yes,yes,16years,white,no,4.0,0.0,0.0,18.0,west
no,no,no,12years,white,no,4.0,1.0,0.0,12.0,south
yes,yes,yes,13-15years,white,no,27.0,0.0,0.0,40.0,northcentral
no,no,no,9-11years,white,yes,14.5,2.0,0.0,18.0,west
no,yes,no,>16years,white,no,28.0,0.0,0.0,8.84,other
no,no,no,12years,white,yes,25.0,0.0,1.0,0.0,northcentral
no,no,yes,>16years,white,no,19.0,1.0,3.0,40.0,northcentral
no,yes,no,13-15years,black,no,16.0,0.0,1.0,0.0,northcentral
no,yes,no,12years,white,no,10.0,1.0,1.0,35.515,south
no,yes,no,16years,white,no,28.0,0.0,3.0,46.0,northcentral
yes,yes,yes,16years,white,no,6.0,1.0,0.0,33.7,west
yes,no,yes,12years,white,no,39.0,0.0,0.0,45.0,northcentral
no,no,yes,>16years,white,no,30.0,0.0,0.0,50.0,northcentral
yes,no,yes,13-15years,white,no,17.0,,,5.5,west
no,yes,no,13-15years,white,yes,32.0,0.0,1.0,0.0,west
yes,yes,yes,12years,white,no,27.0,0.0,0.0,45.0,northcentral
yes,no,yes,12years,white,no,28.0,,,50.0,south
no,no,no,<9years,white,yes,20.0,0.0,3.0,9.0,other
no,yes,no,12years,white,no,31.0,0.0,1.0,3.972,northcentral
no,yes,no,12years,white,no,30.0,0.0,0.0,25.0,northcentral
no,no,no,9-11years,,no,11.5,2.0,2.0,0.2,south
yes,no,yes,12years,white,no,36.0,0.0,0.0,65.0,south
no,no,no,12years,white,no,23.0,0.0,2.0,6.0,south
no,no,no,9-11years,white,no,4.5,3.0,0.0,0.0,south
yes,no,yes,12years,white,no,18.0,1.0,1.0,45.0,other
no,yes,yes,16years,white,no,10.0,0.0,0.0,75.0,other
yes,no,yes,13-15years,white,no,17.0,0.0,3.0,32.0,south
yes,no,yes,13-15years,,no,34.0,0.0,0.0,99.999,other
no,no,no,12years,white,no,12.0,1.0,2.0,22.0,south
no,yes,no,13-15years,white,no,23.0,0.0,0.0,23.5,west
yes,no,yes,13-15years,black,no,24.0,,,80.0,west
no,no,no,9-11years,white,no,47.5,0.0,0.0,0.0,south
no,no,no,9-11years,white,no,28.5,,,40.0,south
no,no,no,13-15years,white,no,26.0,0.0,1.0,4.506,south
no,no,no,<9years,white,yes,20.0,1.0,1.0,11.024,south
no,yes,no,16years,white,no,3.0,0.0,0.0,3.303,west
no,yes,yes,12years,white,no,44.0,,,26.0,south
yes,no,yes,12years,white,no,40.0,0.0,0.0,58.0,other
no,yes,yes,13-15years,white,no,28.0,0.0,0.0,19.516,other
yes,no,yes,12years,white,no,20.0,1.0,1.0,38.0,northcentral
yes,no,yes,12years,,no,25.0,0.0,2.0,21.0,south
no,no,no,12years,white,no,42.0,,,25.0,other
yes,no,yes,12years,white,no,22.0,0.0,2.0,19.261,other
yes,no,yes,9-11years,,no,38.5,0.0,0.0,55.0,northcentral
no,no,no,>16years,white,no,10.0,0.0,0.0,0.0,west
yes,yes,yes,13-15years,white,no,26.0,0.0,1.0,86.5,south
yes,no,yes,13-15years,white,no,29.0,0.0,1.0,99.999,west
no,yes,no,13-15years,white,no,30.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,18.0,,,25.0,west
no,yes,yes,12years,white,no,41.0,0.0,0.0,18.0,south
no,yes,no,13-15years,white,no,13.0,1.0,0.0,0.0,west
no,yes,no,13-15years,white,no,32.0,0.0,0.0,7.0,west
no,no,no,12years,white,no,45.0,0.0,0.0,0.0,other
no,no,no,12years,white,no,35.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,,no,13.0,1.0,3.0,17.5,west
no,yes,no,12years,white,no,15.0,2.0,0.0,18.0,northcentral
no,yes,no,13-15years,white,no,23.0,0.0,0.0,9.108,other
yes,no,yes,<9years,white,no,42.0,0.0,0.0,15.533,west
no,yes,no,16years,white,no,12.0,1.0,0.0,29.0,west
yes,no,yes,12years,,no,23.0,0.0,2.0,52.0,other
yes,no,yes,>16years,white,no,22.0,0.0,2.0,99.999,south
yes,no,yes,<9years,white,no,44.0,0.0,0.0,35.0,northcentral
yes,no,yes,13-15years,white,no,28.0,0.0,0.0,75.0,northcentral
no,no,no,12years,white,no,43.0,0.0,0.0,10.0,south
no,no,no,13-15years,white,no,21.0,0.0,2.0,0.0,west
yes,no,yes,12years,white,no,31.0,,,38.0,northcentral
no,yes,no,13-15years,white,no,45.0,0.0,0.0,0.0,northcentral
no,no,no,<9years,white,no,32.0,0.0,0.0,0.0,other
no,yes,no,16years,white,no,3.0,0.0,0.0,22.3,northcentral
no,yes,no,12years,white,no,29.0,0.0,0.0,11.0,other
no,no,no,12years,white,no,39.0,0.0,0.0,0.0,northcentral
no,yes,no,12years,black,no,20.0,1.0,0.0,17.0,other
yes,yes,yes,12years,,no,22.0,0.0,3.0,30.0,west
no,yes,no,16years,white,no,12.0,0.0,0.0,15.023,south
no,no,no,12years,white,no,42.0,0.0,0.0,12.0,northcentral
no,yes,no,16years,white,no,20.0,0.0,2.0,34.0,other
yes,yes,yes,16years,,no,23.0,0.0,2.0,13.0,northcentral
no,no,no,<9years,white,no,18.0,1.0,1.0,9.38,other
no,yes,no,12years,white,no,38.0,0.0,0.0,0.0,other
no,no,yes,13-15years,white,no,8.0,1.0,0.0,30.0,west
yes,no,yes,16years,white,no,11.0,2.0,0.0,60.0,south
yes,no,yes,12years,white,no,13.0,2.0,1.0,21.0,northcentral
no,yes,no,12years,white,no,31.0,0.0,1.0,31.0,south
yes,yes,yes,9-11years,,no,40.5,0.0,0.0,12.0,south
yes,no,yes,12years,black,no,19.0,0.0,1.0,30.0,south
no,yes,no,16years,white,no,36.0,0.0,0.0,34.436,northcentral
yes,yes,yes,16years,white,no,16.0,0.0,0.0,40.0,northcentral
no,yes,yes,12years,white,no,23.0,0.0,1.0,23.0,other
no,yes,yes,12years,white,yes,25.0,0.0,1.0,18.0,west
no,yes,no,13-15years,white,no,35.0,0.0,0.0,12.48,west
no,yes,yes,12years,white,no,19.0,0.0,2.0,43.0,south
no,yes,no,16years,white,no,42.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,28.0,0.0,1.0,42.0,northcentral
no,yes,no,>16years,white,no,32.0,0.0,0.0,55.0,west
yes,no,yes,16years,white,no,12.0,3.0,0.0,75.0,south
no,yes,yes,16years,,no,11.0,0.0,0.0,25.0,northcentral
no,yes,no,12years,white,no,36.0,0.0,0.0,2.0,northcentral
yes,no,yes,12years,black,no,25.0,0.0,0.0,15.6,west
yes,no,yes,>16years,white,no,20.0,0.0,0.0,44.4,south
yes,no,yes,13-15years,white,no,23.0,0.0,3.0,50.0,other
yes,no,yes,13-15years,white,no,30.0,0.0,0.0,0.0,west
yes,no,yes,13-15years,white,no,25.0,0.0,0.0,47.4,northcentral
no,no,no,<9years,white,yes,27.0,0.0,0.0,29.0,west
no,yes,yes,16years,white,no,9.0,1.0,0.0,35.0,other
yes,no,yes,13-15years,white,no,20.0,0.0,2.0,32.658,south
no,no,no,12years,black,no,46.0,0.0,0.0,0.0,south
no,no,no,<9years,white,no,20.0,1.0,3.0,0.0,other
yes,yes,yes,12years,white,no,32.0,0.0,0.0,20.634,other
no,yes,no,12years,black,no,44.0,0.0,0.0,0.0,northcentral
no,no,no,12years,white,no,3.0,2.0,0.0,13.0,northcentral
yes,no,yes,13-15years,black,no,25.0,0.0,0.0,32.0,south
no,yes,no,12years,white,no,34.0,0.0,0.0,36.0,other
yes,no,yes,12years,white,no,28.0,0.0,0.0,18.4,south
no,yes,no,12years,white,yes,12.0,,,25.0,west
no,yes,no,16years,white,no,12.0,2.0,0.0,0.0,west
yes,yes,yes,12years,white,no,29.0,0.0,0.0,28.0,south
yes,no,yes,>16years,white,no,26.0,0.0,1.0,99.999,other
yes,no,yes,16years,white,no,25.0,,,99.999,northcentral
no,no,no,<9years,white,yes,45.0,0.0,0.0,10.4,south
yes,no,yes,12years,,no,42.0,0.0,0.0,37.0,northcentral
no,no,no,<9years,white,yes,22.0,0.0,1.0,0.0,west
no,no,no,<9years,white,yes,24.0,0.0,1.0,5.0,south
yes,no,yes,12years,white,no,23.0,0.0,0.0,15.8,northcentral
yes,yes,yes,13-15years,white,no,9.0,0.0,0.0,17.68,south
no,yes,yes,13-15years,white,no,9.0,,,30.0,northcentral
yes,no,yes,12years,white,no,27.0,0.0,0.0,36.56,south
no,no,no,13-15years,white,no,42.0,0.0,0.0,0.0,other
no,no,no,<9years,,yes,34.0,0.0,0.0,0.0,other
yes,no,yes,13-15years,white,no,0.0,0.0,0.0,14.0,south
yes,yes,yes,13-15years,white,no,20.0,,,90.0,northcentral
yes,no,yes,12years,white,no,17.0,3.0,2.0,54.0,northcentral
no,no,no,12years,white,no,9.0,1.0,0.0,1.2,other
yes,no,yes,12years,other,no,29.0,0.0,1.0,49.0,northcentral
yes,no,yes,12years,white,no,5.0,2.0,0.0,50.0,south
yes,no,yes,13-15years,white,no,4.0,1.0,0.0,25.768,northcentral
yes,yes,yes,13-15years,white,no,25.0,0.0,0.0,50.6,west
no,no,no,12years,white,yes,11.0,1.0,0.0,22.0,west
no,yes,no,13-15years,white,yes,14.0,0.0,1.0,0.0,west
yes,no,yes,13-15years,black,no,22.0,1.0,1.0,14.72,south
yes,no,yes,13-15years,,no,15.0,2.0,2.0,24.0,west
no,no,no,9-11years,white,no,34.5,,,0.0,other
yes,yes,yes,12years,white,yes,13.0,0.0,2.0,31.096,west
yes,no,yes,<9years,white,yes,44.0,,,40.0,west
yes,yes,yes,9-11years,white,yes,18.5,0.0,2.0,25.0,northcentral
no,no,no,13-15years,white,no,23.0,0.0,2.0,22.35,other
yes,no,yes,12years,white,no,18.0,0.0,0.0,44.0,west
no,no,no,>16years,black,yes,27.0,1.0,1.0,0.0,other
no,no,no,12years,white,no,28.0,0.0,0.0,41.2,other
no,yes,no,16years,,no,20.0,0.0,0.0,40.0,south
yes,no,yes,12years,white,no,21.0,0.0,0.0,24.6,northcentral
yes,yes,yes,13-15years,white,no,14.0,0.0,1.0,20.0,other
yes,no,yes,13-15years,white,no,12.0,1.0,0.0,27.0,south
yes,no,yes,16years,,no,28.0,0.0,0.0,22.5,south
no,yes,no,12years,white,no,9.0,1.0,0.0,18.0,other
no,no,no,<9years,,no,15.0,,,6.55,northcentral
yes,no,yes,13-15years,,no,20.0,0.0,3.0,45.041,west
no,no,no,13-15years,white,yes,8.0,0.0,0.0,0.0,south
no,no,no,12years,white,yes,6.0,2.0,0.0,12.5,west
yes,no,yes,13-15years,white,no,32.0,0.0,0.0,15.0,northcentral
yes,no,yes,12years,white,no,15.0,0.0,2.0,55.0,northcentral
no,yes,no,12years,white,no,40.0,0.0,0.0,0.0,west
no,yes,no,9-11years,white,yes,36.5,0.0,1.0,30.0,west
yes,no,yes,16years,white,no,17.0,2.0,1.0,40.0,other
no,no,no,12years,,no,6.0,0.0,0.0,10.0,northcentral
yes,no,yes,9-11years,white,no,22.5,0.0,1.0,19.37,west
no,yes,no,>16years,white,no,28.0,0.0,1.0,10.0,northcentral
no,no,no,12years,white,no,28.0,0.0,1.0,13.0,other
yes,no,yes,16years,white,no,21.0,0.0,2.0,99.999,northcentral
no,yes,no,13-15years,white,no,4.0,0.0,0.0,7.4,northcentral
yes,no,yes,12years,white,no,39.0,0.0,0.0,27.0,northcentral
yes,no,yes,16years,white,no,33.0,0.0,0.0,99.999,west
no,yes,no,12years,white,no,22.0,0.0,1.0,0.0,northcentral
no,yes,no,12years,white,no,29.0,0.0,0.0,55.371,other
no,no,no,12years,white,no,17.0,0.0,1.0,9.0,south
no,yes,yes,16years,white,no,25.0,1.0,1.0,25.0,south
no,no,no,12years,white,no,12.0,0.0,1.0,11.0,south
yes,no,yes,12years,white,no,42.0,,,0.0,other
yes,no,yes,13-15years,white,no,37.0,,,0.0,other
no,yes,no,12years,white,no,14.0,0.0,2.0,25.0,northcentral
yes,no,yes,13-15years,white,no,21.0,0.0,0.0,40.0,south
no,no,no,<9years,white,no,24.0,0.0,3.0,19.0,west
no,yes,yes,12years,white,no,17.0,0.0,2.0,15.0,northcentral
yes,yes,yes,13-15years,white,no,35.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,19.0,0.0,3.0,21.0,south
yes,no,yes,12years,white,no,10.0,1.0,1.0,32.0,south
no,no,no,12years,white,no,21.0,1.0,5.0,0.0,south
no,yes,yes,12years,white,no,24.0,,,37.0,south
yes,no,yes,13-15years,white,no,14.0,0.0,3.0,28.4,south
yes,no,yes,12years,black,no,14.0,0.0,3.0,45.0,south
yes,no,yes,12years,white,no,11.0,3.0,0.0,35.0,west
yes,no,yes,16years,white,no,23.0,0.0,3.0,20.0,northcentral
yes,no,yes,13-15years,white,no,5.0,0.0,0.0,19.378,west
no,no,no,12years,white,no,19.0,1.0,1.0,10.0,south
yes,no,yes,12years,white,no,17.0,1.0,2.0,35.1,other
no,yes,no,12years,white,no,14.0,0.0,0.0,58.0,other
no,yes,no,13-15years,white,no,10.0,0.0,0.0,24.0,west
no,no,no,13-15years,white,no,24.0,1.0,4.0,6.074,other
yes,yes,yes,12years,white,no,36.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,36.0,0.0,0.0,36.45,northcentral
no,no,no,13-15years,white,no,3.0,1.0,0.0,11.593,northcentral
yes,no,yes,13-15years,white,yes,18.0,0.0,3.0,50.0,other
no,yes,no,13-15years,white,no,35.0,0.0,0.0,100.0,south
no,no,no,12years,white,no,45.0,0.0,0.0,2.405,other
yes,yes,yes,13-15years,white,no,13.0,0.0,0.0,40.0,other
no,yes,no,<9years,white,no,45.0,0.0,1.0,13.5,other
yes,yes,yes,12years,white,no,42.0,0.0,0.0,0.0,other
yes,no,yes,13-15years,white,no,23.0,0.0,1.0,35.11,south
yes,no,yes,13-15years,white,no,4.0,0.0,0.0,38.098,other
yes,no,yes,13-15years,white,no,14.0,,,50.0,northcentral
no,no,no,12years,white,no,11.0,0.0,1.0,0.0,south
yes,no,yes,13-15years,white,no,14.0,2.0,0.0,60.0,south
yes,no,yes,12years,white,no,26.0,0.0,3.0,50.0,northcentral
yes,no,yes,13-15years,white,no,21.0,0.0,0.0,39.0,west
yes,no,yes,12years,white,no,15.0,1.0,1.0,48.0,south
yes,yes,yes,12years,,no,24.0,0.0,3.0,30.0,other
no,yes,no,12years,white,yes,20.0,1.0,1.0,0.0,northcentral
yes,no,yes,13-15years,white,no,27.0,0.0,0.0,35.0,other
no,yes,no,12years,white,no,18.0,1.0,0.0,0.0,northcentral
no,yes,yes,12years,white,no,7.0,0.0,0.0,45.0,south
yes,no,yes,13-15years,black,no,20.0,1.0,1.0,27.0,west
yes,no,yes,12years,white,yes,14.0,0.0,0.0,20.0,other
yes,no,yes,13-15years,white,no,35.0,0.0,0.0,22.701,west
no,yes,no,16years,white,no,13.0,0.0,0.0,30.0,other
no,yes,yes,13-15years,white,no,22.0,0.0,1.0,65.0,west
no,yes,yes,12years,white,no,8.0,0.0,1.0,30.0,northcentral
yes,yes,yes,>16years,white,no,20.0,,,56.0,south
no,no,no,9-11years,black,no,39.5,0.0,0.0,0.0,south
yes,no,yes,16years,white,no,31.0,0.0,0.0,99.999,west
no,yes,no,16years,white,no,39.0,0.0,0.0,2.1,other
yes,yes,yes,16years,white,no,7.0,1.0,0.0,70.0,west
no,yes,no,13-15years,white,no,16.0,1.0,1.0,31.0,south
no,yes,no,12years,white,no,45.0,0.0,0.0,5.0,west
yes,no,yes,9-11years,white,no,17.5,2.0,0.0,76.0,northcentral
no,yes,yes,>16years,white,no,12.0,1.0,0.0,99.999,northcentral
yes,yes,yes,12years,white,no,21.0,1.0,1.0,32.0,northcentral
no,yes,yes,>16years,white,no,17.0,0.0,2.0,20.0,south
yes,no,yes,13-15years,white,no,36.0,0.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,28.0,0.0,1.0,20.0,other
yes,no,yes,<9years,white,no,44.0,0.0,0.0,15.0,south
yes,no,yes,13-15years,,no,24.0,0.0,0.0,44.0,northcentral
no,no,no,12years,white,no,22.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,13.0,1.0,3.0,33.0,northcentral
no,no,no,13-15years,white,no,11.0,0.0,2.0,0.0,northcentral
yes,yes,yes,12years,white,yes,13.0,2.0,0.0,60.0,south
no,yes,yes,12years,white,no,12.0,0.0,2.0,22.0,northcentral
no,yes,no,12years,,no,30.0,0.0,0.0,20.0,south
yes,no,yes,16years,white,no,6.0,1.0,1.0,42.0,west
yes,no,yes,13-15years,,no,28.0,0.0,0.0,99.999,northcentral
no,no,yes,13-15years,white,no,23.0,2.0,1.0,47.0,other
yes,yes,yes,>16years,white,no,11.0,1.0,2.0,65.0,west
no,no,no,9-11years,white,no,27.5,0.0,1.0,12.0,west
no,no,no,<9years,white,yes,12.0,3.0,1.0,12.0,west
